Measure,Component,CodeSystem,Code,Grouping_ID,Diag_Type
Alcohol_SBIRT,Denominator,CPT,99411,,
Alcohol_SBIRT,Denominator,CPT,99412,,
Alcohol_SBIRT,Denominator,CPT,99420,,
Alcohol_SBIRT,Denominator,CPT,99429,,
Alcohol_SBIRT,Denominator,HCPCS,G0396,,
Alcohol_SBIRT,Denominator,HCPCS,G0397,,
Alcohol_SBIRT,Denominator,HCPCS,G0402,,
Alcohol_SBIRT,Denominator,HCPCS,T1015,,
Alcohol_SBIRT,Denominator,ICD9CM-Diag,V202,,
Alcohol_SBIRT,Denominator,ICD10CM-Diag,Z00129,,
Alcohol_SBIRT,Numerator,CPT,99408,,
Alcohol_SBIRT,Numerator,CPT,99409,,
Alcohol_SBIRT,Numerator,ICD9CM-Diag,V791,,
Alcohol_SBIRT,Numerator,HCPCS,G0396,,
Alcohol_SBIRT,Numerator,HCPCS,G0397,,
Alcohol_SBIRT,Numerator,HCPCS,G0442,,
Alcohol_SBIRT,Numerator,HCPCS,G0443,,
Alcohol_SBIRT,Numerator,CPT,99420,Generic_Screening,
Alcohol_SBIRT,Numerator,ICD9CM-Diag,V829,Generic_Screening,
Alcohol_SBIRT,Numerator,CPT,99420,Generic_Screening2,
Alcohol_SBIRT,Numerator,ICD10CM-Diag,Z139,Generic_Screening2,
Alcohol_SBIRT,Numerator,ICD10CM-Diag,Z1389,,
Alcohol_SBIRT,Numer_Excl,CPT,99281,,
Alcohol_SBIRT,Numer_Excl,CPT,99282,,
Alcohol_SBIRT,Numer_Excl,CPT,99283,,
Alcohol_SBIRT,Numer_Excl,CPT,99284,,
Alcohol_SBIRT,Numer_Excl,CPT,99285,,
Alcohol_SBIRT,Numer_Excl,UBREV,0450,,
Alcohol_SBIRT,Numer_Excl,UBREV,0451,,
Alcohol_SBIRT,Numer_Excl,UBREV,0452,,
Alcohol_SBIRT,Numer_Excl,UBREV,0456,,
Alcohol_SBIRT,Numer_Excl,UBREV,0459,,
Alcohol_SBIRT,Numer_Excl,UBREV,0981,,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,10030,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,10040,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,10060,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,10061,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,10080,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,10081,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,10120,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,10121,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,10140,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,10160,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,10180,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11000,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11001,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11004,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11005,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11006,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11008,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11010,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11011,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11012,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11042,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11043,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11044,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11045,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11046,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11047,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11055,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11056,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11057,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11100,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11101,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11200,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11201,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11300,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11301,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11302,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11303,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11305,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11306,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11307,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11308,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11310,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11311,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11312,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11313,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11400,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11401,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11402,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11403,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11404,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11406,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11420,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11421,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11422,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11423,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11424,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11426,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11440,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11441,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11442,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11443,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11444,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11446,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11450,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11451,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11462,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11463,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11470,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11471,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11600,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11601,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11602,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11603,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11604,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11606,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11620,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11621,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11622,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11623,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11624,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11626,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11640,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11641,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11642,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11643,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11644,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11646,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11719,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11720,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11721,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11730,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11732,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11740,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11750,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11752,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11755,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11760,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11762,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11765,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11770,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11771,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11772,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11900,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11901,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11920,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11921,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11922,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11950,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11951,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11952,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11954,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11960,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11970,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11971,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11976,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11980,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11981,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11982,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,11983,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,12001,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,12002,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,12004,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,12005,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,12006,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,12007,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,12011,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,12013,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,12014,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,12015,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,12016,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,12017,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,12018,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,12020,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,12021,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,12031,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,12032,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,12034,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,12035,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,12036,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,12037,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,12041,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,12042,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,12044,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,12045,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,12046,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,12047,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,12051,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,12052,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,12053,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,12054,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,12055,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,12056,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,12057,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,13100,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,13101,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,13102,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,13120,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,13121,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,13122,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,13131,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,13132,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,13133,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,13150,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,13151,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,13152,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,13153,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,13160,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,14000,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,14001,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,14020,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,14021,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,14040,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,14041,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,14060,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,14061,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,14301,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,14302,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,14350,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15002,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15003,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15004,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15005,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15040,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15050,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15100,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15101,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15110,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15111,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15115,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15116,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15120,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15121,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15130,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15131,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15135,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15136,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15150,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15151,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15152,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15155,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15156,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15157,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15200,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15201,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15220,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15221,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15240,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15241,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15260,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15261,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15271,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15272,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15273,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15274,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15275,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15276,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15277,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15278,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15570,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15572,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15574,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15576,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15600,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15610,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15620,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15630,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15650,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15731,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15732,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15734,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15736,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15738,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15740,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15750,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15756,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15757,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15758,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15760,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15770,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15775,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15776,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15777,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15780,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15781,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15782,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15783,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15786,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15787,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15788,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15789,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15792,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15793,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15819,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15820,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15821,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15822,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15823,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15824,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15825,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15826,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15828,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15829,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15830,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15832,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15833,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15834,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15835,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15836,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15837,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15838,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15839,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15840,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15841,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15842,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15845,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15847,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15850,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15851,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15852,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15860,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15876,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15877,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15878,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15879,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15920,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15922,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15931,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15933,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15934,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15935,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15936,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15937,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15940,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15941,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15944,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15945,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15946,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15950,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15951,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15952,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15953,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15956,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15958,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,15999,ED_Procs,
Alcohol_SBIRT,Numer_Excl_Procs,CPT,16000,ED_Procs,
